 TITLE = "f:\20200825Ma7jiaozheng\num1\Test0120200827122054.dat"
  VARIABLES = "t(s)","PV(Pa)","PS(atm)","PI(atm)","TH(K)","TB(K)","PH(atm)","PB(atm)"
 ZONE I=           4000, DATAPACKING=POINT
 AUXDATA	ChNumber="8"
 AUXDATA	SaveFreqinHz="100"
 AUXDATA	StartTimeinSec="3807519654.015"
         1.6100       566.7662        60.2019        19.0747       581.7324       349.1286         0.0888        -0.2142
         1.6200       563.0218        60.1320        19.0430       581.5607       349.2422         0.0887        -0.2046
         1.6300       563.0565        60.1967        19.0705       581.9353       349.5318         0.0818        -0.2316
         1.6400       567.6343        60.2434        19.0692       581.6905       348.8822         0.0718        -0.2188
         1.6500       563.9307        60.1624        19.0503       581.7091       349.2278         0.0858        -0.1950
         1.6600       567.9720        60.2874        19.0902       581.9302       349.2657         0.0849        -0.2170
         1.6700       564.7750        60.2307        19.0709       581.7785       348.9924         0.0751        -0.2113
         1.6800       558.8736        60.1227        19.0665       582.0695       349.1649         0.0880        -0.2125
         1.6900       563.4430        60.2313        19.0832       582.0875       348.8578         0.0864        -0.2251
         1.7000       560.1163        60.1632        19.0459       581.6255       349.0548         0.0831        -0.2181
         1.7100       560.2075        60.1916        19.0719       581.9913       349.1933         0.0815        -0.2322
         1.7200       563.5977        60.2716        19.0878       581.8282       349.0267         0.0777        -0.2341
         1.7300       557.2750        60.1953        19.0478       581.7391       349.1617         0.1030        -0.2166
         1.7400       561.4811        60.1794        19.0622       582.0330       349.0807         0.0890        -0.2326
         1.7500       569.2547        60.1880        19.0531       581.7970       349.0445         0.0792        -0.2119
         1.7600       563.6536        60.2802        19.0485       582.0945       349.1353         0.0998        -0.2103
         1.7700       562.8958        60.3162        19.0781       581.7022       348.9364         0.0769        -0.2365
         1.7800       562.6064        60.1692        19.0613       581.1429       349.0297         0.0728        -0.2132
         1.7900       563.2093        60.2065        19.0775       582.1821       349.3066         0.0805        -0.2185
         1.8000       563.2538        60.2238        19.0718       581.9066       348.8813         0.0660        -0.2245
         1.8100       559.2756        60.1661        19.0585       581.6177       348.9758         0.0800        -0.2101
         1.8200       562.6287        60.2281        19.0696       582.0774       348.9599         0.0830        -0.2310
